,Filename
169,/vctk_data/clean_trainset_28spk_wav_16k/p259_444.wav
170,/vctk_data/clean_trainset_28spk_wav_16k/p277_242.wav
171,/vctk_data/clean_trainset_28spk_wav_16k/p236_006.wav
172,/vctk_data/clean_trainset_28spk_wav_16k/p269_008.wav
173,/vctk_data/clean_trainset_28spk_wav_16k/p228_318.wav
174,/vctk_data/clean_trainset_28spk_wav_16k/p279_010.wav
175,/vctk_data/clean_trainset_28spk_wav_16k/p230_020.wav
176,/vctk_data/clean_trainset_28spk_wav_16k/p274_252.wav
177,/vctk_data/clean_trainset_28spk_wav_16k/p244_269.wav
178,/vctk_data/clean_trainset_28spk_wav_16k/p287_290.wav
179,/vctk_data/clean_trainset_28spk_wav_16k/p254_161.wav
180,/vctk_data/clean_trainset_28spk_wav_16k/p231_325.wav
181,/vctk_data/clean_trainset_28spk_wav_16k/p273_175.wav
182,/vctk_data/clean_trainset_28spk_wav_16k/p259_313.wav
183,/vctk_data/clean_trainset_28spk_wav_16k/p259_314.wav
184,/vctk_data/clean_trainset_28spk_wav_16k/p273_125.wav
185,/vctk_data/clean_trainset_28spk_wav_16k/p268_198.wav
186,/vctk_data/clean_trainset_28spk_wav_16k/p258_366.wav
187,/vctk_data/clean_trainset_28spk_wav_16k/p273_392.wav
188,/vctk_data/clean_trainset_28spk_wav_16k/p268_336.wav
189,/vctk_data/clean_trainset_28spk_wav_16k/p244_025.wav
190,/vctk_data/clean_trainset_28spk_wav_16k/p236_487.wav
191,/vctk_data/clean_trainset_28spk_wav_16k/p244_334.wav
192,/vctk_data/clean_trainset_28spk_wav_16k/p254_291.wav
193,/vctk_data/clean_trainset_28spk_wav_16k/p270_380.wav
194,/vctk_data/clean_trainset_28spk_wav_16k/p254_308.wav
195,/vctk_data/clean_trainset_28spk_wav_16k/p236_158.wav
196,/vctk_data/clean_trainset_28spk_wav_16k/p233_250.wav
197,/vctk_data/clean_trainset_28spk_wav_16k/p250_453.wav
198,/vctk_data/clean_trainset_28spk_wav_16k/p287_087.wav
199,/vctk_data/clean_trainset_28spk_wav_16k/p286_448.wav
200,/vctk_data/clean_trainset_28spk_wav_16k/p278_207.wav
201,/vctk_data/clean_trainset_28spk_wav_16k/p258_408.wav
202,/vctk_data/clean_trainset_28spk_wav_16k/p244_254.wav
203,/vctk_data/clean_trainset_28spk_wav_16k/p278_161.wav
204,/vctk_data/clean_trainset_28spk_wav_16k/p228_015.wav
205,/vctk_data/clean_trainset_28spk_wav_16k/p258_044.wav
206,/vctk_data/clean_trainset_28spk_wav_16k/p267_247.wav
207,/vctk_data/clean_trainset_28spk_wav_16k/p227_199.wav
208,/vctk_data/clean_trainset_28spk_wav_16k/p254_402.wav
209,/vctk_data/clean_trainset_28spk_wav_16k/p269_328.wav
210,/vctk_data/clean_trainset_28spk_wav_16k/p228_149.wav
211,/vctk_data/clean_trainset_28spk_wav_16k/p276_363.wav
212,/vctk_data/clean_trainset_28spk_wav_16k/p276_274.wav
213,/vctk_data/clean_trainset_28spk_wav_16k/p228_115.wav
214,/vctk_data/clean_trainset_28spk_wav_16k/p236_496.wav
215,/vctk_data/clean_trainset_28spk_wav_16k/p236_117.wav
216,/vctk_data/clean_trainset_28spk_wav_16k/p254_253.wav
217,/vctk_data/clean_trainset_28spk_wav_16k/p254_341.wav
218,/vctk_data/clean_trainset_28spk_wav_16k/p278_199.wav
219,/vctk_data/clean_trainset_28spk_wav_16k/p239_045.wav
220,/vctk_data/clean_trainset_28spk_wav_16k/p273_213.wav
221,/vctk_data/clean_trainset_28spk_wav_16k/p268_277.wav
222,/vctk_data/clean_trainset_28spk_wav_16k/p243_338.wav
223,/vctk_data/clean_trainset_28spk_wav_16k/p287_375.wav
224,/vctk_data/clean_trainset_28spk_wav_16k/p279_248.wav
225,/vctk_data/clean_trainset_28spk_wav_16k/p254_358.wav
226,/vctk_data/clean_trainset_28spk_wav_16k/p274_315.wav
227,/vctk_data/clean_trainset_28spk_wav_16k/p273_378.wav
228,/vctk_data/clean_trainset_28spk_wav_16k/p279_144.wav
229,/vctk_data/clean_trainset_28spk_wav_16k/p270_182.wav
230,/vctk_data/clean_trainset_28spk_wav_16k/p268_018.wav
231,/vctk_data/clean_trainset_28spk_wav_16k/p231_199.wav
232,/vctk_data/clean_trainset_28spk_wav_16k/p227_262.wav
233,/vctk_data/clean_trainset_28spk_wav_16k/p254_200.wav
234,/vctk_data/clean_trainset_28spk_wav_16k/p230_228.wav
235,/vctk_data/clean_trainset_28spk_wav_16k/p250_277.wav
236,/vctk_data/clean_trainset_28spk_wav_16k/p282_183.wav
237,/vctk_data/clean_trainset_28spk_wav_16k/p243_101.wav
238,/vctk_data/clean_trainset_28spk_wav_16k/p227_305.wav
239,/vctk_data/clean_trainset_28spk_wav_16k/p250_393.wav
240,/vctk_data/clean_trainset_28spk_wav_16k/p287_327.wav
241,/vctk_data/clean_trainset_28spk_wav_16k/p227_281.wav
242,/vctk_data/clean_trainset_28spk_wav_16k/p254_042.wav
243,/vctk_data/clean_trainset_28spk_wav_16k/p233_017.wav
244,/vctk_data/clean_trainset_28spk_wav_16k/p259_439.wav
245,/vctk_data/clean_trainset_28spk_wav_16k/p250_308.wav
246,/vctk_data/clean_trainset_28spk_wav_16k/p287_068.wav
247,/vctk_data/clean_trainset_28spk_wav_16k/p254_310.wav
248,/vctk_data/clean_trainset_28spk_wav_16k/p273_008.wav
249,/vctk_data/clean_trainset_28spk_wav_16k/p256_183.wav
250,/vctk_data/clean_trainset_28spk_wav_16k/p270_362.wav
251,/vctk_data/clean_trainset_28spk_wav_16k/p269_365.wav
252,/vctk_data/clean_trainset_28spk_wav_16k/p230_049.wav
253,/vctk_data/clean_trainset_28spk_wav_16k/p259_050.wav
254,/vctk_data/clean_trainset_28spk_wav_16k/p259_342.wav
255,/vctk_data/clean_trainset_28spk_wav_16k/p236_218.wav
256,/vctk_data/clean_trainset_28spk_wav_16k/p258_055.wav
257,/vctk_data/clean_trainset_28spk_wav_16k/p286_139.wav
258,/vctk_data/clean_trainset_28spk_wav_16k/p259_319.wav
259,/vctk_data/clean_trainset_28spk_wav_16k/p278_177.wav
260,/vctk_data/clean_trainset_28spk_wav_16k/p233_384.wav
261,/vctk_data/clean_trainset_28spk_wav_16k/p269_020.wav
262,/vctk_data/clean_trainset_28spk_wav_16k/p282_100.wav
263,/vctk_data/clean_trainset_28spk_wav_16k/p274_075.wav
264,/vctk_data/clean_trainset_28spk_wav_16k/p279_220.wav
265,/vctk_data/clean_trainset_28spk_wav_16k/p286_212.wav
266,/vctk_data/clean_trainset_28spk_wav_16k/p236_087.wav
267,/vctk_data/clean_trainset_28spk_wav_16k/p239_226.wav
268,/vctk_data/clean_trainset_28spk_wav_16k/p269_072.wav
269,/vctk_data/clean_trainset_28spk_wav_16k/p258_269.wav
270,/vctk_data/clean_trainset_28spk_wav_16k/p258_340.wav
271,/vctk_data/clean_trainset_28spk_wav_16k/p274_388.wav
272,/vctk_data/clean_trainset_28spk_wav_16k/p258_148.wav
273,/vctk_data/clean_trainset_28spk_wav_16k/p254_149.wav
274,/vctk_data/clean_trainset_28spk_wav_16k/p228_082.wav
275,/vctk_data/clean_trainset_28spk_wav_16k/p259_480.wav
276,/vctk_data/clean_trainset_28spk_wav_16k/p239_303.wav
277,/vctk_data/clean_trainset_28spk_wav_16k/p267_399.wav
278,/vctk_data/clean_trainset_28spk_wav_16k/p227_077.wav
279,/vctk_data/clean_trainset_28spk_wav_16k/p259_173.wav
280,/vctk_data/clean_trainset_28spk_wav_16k/p227_117.wav
281,/vctk_data/clean_trainset_28spk_wav_16k/p250_023.wav
282,/vctk_data/clean_trainset_28spk_wav_16k/p239_321.wav
283,/vctk_data/clean_trainset_28spk_wav_16k/p278_008.wav
284,/vctk_data/clean_trainset_28spk_wav_16k/p273_271.wav
285,/vctk_data/clean_trainset_28spk_wav_16k/p239_231.wav
286,/vctk_data/clean_trainset_28spk_wav_16k/p250_226.wav
287,/vctk_data/clean_trainset_28spk_wav_16k/p273_158.wav
288,/vctk_data/clean_trainset_28spk_wav_16k/p274_170.wav
289,/vctk_data/clean_trainset_28spk_wav_16k/p259_443.wav
290,/vctk_data/clean_trainset_28spk_wav_16k/p227_123.wav
291,/vctk_data/clean_trainset_28spk_wav_16k/p274_183.wav
292,/vctk_data/clean_trainset_28spk_wav_16k/p276_306.wav
293,/vctk_data/clean_trainset_28spk_wav_16k/p277_312.wav
294,/vctk_data/clean_trainset_28spk_wav_16k/p250_224.wav
295,/vctk_data/clean_trainset_28spk_wav_16k/p267_404.wav
296,/vctk_data/clean_trainset_28spk_wav_16k/p277_273.wav
297,/vctk_data/clean_trainset_28spk_wav_16k/p256_110.wav
298,/vctk_data/clean_trainset_28spk_wav_16k/p268_366.wav
299,/vctk_data/clean_trainset_28spk_wav_16k/p250_164.wav
300,/vctk_data/clean_trainset_28spk_wav_16k/p254_015.wav
301,/vctk_data/clean_trainset_28spk_wav_16k/p244_418.wav
302,/vctk_data/clean_trainset_28spk_wav_16k/p244_352.wav
303,/vctk_data/clean_trainset_28spk_wav_16k/p231_062.wav
304,/vctk_data/clean_trainset_28spk_wav_16k/p256_264.wav
305,/vctk_data/clean_trainset_28spk_wav_16k/p273_343.wav
306,/vctk_data/clean_trainset_28spk_wav_16k/p268_205.wav
307,/vctk_data/clean_trainset_28spk_wav_16k/p269_290.wav
308,/vctk_data/clean_trainset_28spk_wav_16k/p273_429.wav
309,/vctk_data/clean_trainset_28spk_wav_16k/p274_073.wav
310,/vctk_data/clean_trainset_28spk_wav_16k/p250_011.wav
311,/vctk_data/clean_trainset_28spk_wav_16k/p227_252.wav
312,/vctk_data/clean_trainset_28spk_wav_16k/p231_318.wav
313,/vctk_data/clean_trainset_28spk_wav_16k/p259_382.wav
314,/vctk_data/clean_trainset_28spk_wav_16k/p226_003.wav
315,/vctk_data/clean_trainset_28spk_wav_16k/p239_492.wav
316,/vctk_data/clean_trainset_28spk_wav_16k/p250_238.wav
317,/vctk_data/clean_trainset_28spk_wav_16k/p286_104.wav
318,/vctk_data/clean_trainset_28spk_wav_16k/p279_216.wav
319,/vctk_data/clean_trainset_28spk_wav_16k/p228_184.wav
320,/vctk_data/clean_trainset_28spk_wav_16k/p226_014.wav
321,/vctk_data/clean_trainset_28spk_wav_16k/p269_083.wav
322,/vctk_data/clean_trainset_28spk_wav_16k/p244_242.wav
323,/vctk_data/clean_trainset_28spk_wav_16k/p227_316.wav
324,/vctk_data/clean_trainset_28spk_wav_16k/p277_178.wav
325,/vctk_data/clean_trainset_28spk_wav_16k/p231_372.wav
326,/vctk_data/clean_trainset_28spk_wav_16k/p270_113.wav
327,/vctk_data/clean_trainset_28spk_wav_16k/p236_346.wav
328,/vctk_data/clean_trainset_28spk_wav_16k/p239_363.wav
329,/vctk_data/clean_trainset_28spk_wav_16k/p254_159.wav
330,/vctk_data/clean_trainset_28spk_wav_16k/p277_292.wav
331,/vctk_data/clean_trainset_28spk_wav_16k/p287_210.wav
332,/vctk_data/clean_trainset_28spk_wav_16k/p250_166.wav
333,/vctk_data/clean_trainset_28spk_wav_16k/p256_311.wav
334,/vctk_data/clean_trainset_28spk_wav_16k/p274_403.wav
335,/vctk_data/clean_trainset_28spk_wav_16k/p278_286.wav
336,/vctk_data/clean_trainset_28spk_wav_16k/p256_161.wav
337,/vctk_data/clean_trainset_28spk_wav_16k/p282_057.wav
338,/vctk_data/clean_trainset_28spk_wav_16k/p243_243.wav
339,/vctk_data/clean_trainset_28spk_wav_16k/p279_352.wav
340,/vctk_data/clean_trainset_28spk_wav_16k/p233_213.wav
341,/vctk_data/clean_trainset_28spk_wav_16k/p276_064.wav
342,/vctk_data/clean_trainset_28spk_wav_16k/p274_281.wav
343,/vctk_data/clean_trainset_28spk_wav_16k/p270_401.wav
344,/vctk_data/clean_trainset_28spk_wav_16k/p286_402.wav
345,/vctk_data/clean_trainset_28spk_wav_16k/p274_358.wav
346,/vctk_data/clean_trainset_28spk_wav_16k/p276_084.wav
347,/vctk_data/clean_trainset_28spk_wav_16k/p231_417.wav
348,/vctk_data/clean_trainset_28spk_wav_16k/p226_274.wav
349,/vctk_data/clean_trainset_28spk_wav_16k/p243_048.wav
350,/vctk_data/clean_trainset_28spk_wav_16k/p256_150.wav
351,/vctk_data/clean_trainset_28spk_wav_16k/p239_458.wav
352,/vctk_data/clean_trainset_28spk_wav_16k/p243_334.wav
353,/vctk_data/clean_trainset_28spk_wav_16k/p276_447.wav
354,/vctk_data/clean_trainset_28spk_wav_16k/p230_042.wav
355,/vctk_data/clean_trainset_28spk_wav_16k/p231_101.wav
356,/vctk_data/clean_trainset_28spk_wav_16k/p258_410.wav
357,/vctk_data/clean_trainset_28spk_wav_16k/p273_099.wav
358,/vctk_data/clean_trainset_28spk_wav_16k/p286_320.wav
359,/vctk_data/clean_trainset_28spk_wav_16k/p244_106.wav
360,/vctk_data/clean_trainset_28spk_wav_16k/p273_360.wav
361,/vctk_data/clean_trainset_28spk_wav_16k/p243_143.wav
362,/vctk_data/clean_trainset_28spk_wav_16k/p270_420.wav
363,/vctk_data/clean_trainset_28spk_wav_16k/p227_092.wav
364,/vctk_data/clean_trainset_28spk_wav_16k/p287_286.wav
365,/vctk_data/clean_trainset_28spk_wav_16k/p273_316.wav
366,/vctk_data/clean_trainset_28spk_wav_16k/p287_086.wav
367,/vctk_data/clean_trainset_28spk_wav_16k/p244_262.wav
368,/vctk_data/clean_trainset_28spk_wav_16k/p244_401.wav
369,/vctk_data/clean_trainset_28spk_wav_16k/p286_144.wav
370,/vctk_data/clean_trainset_28spk_wav_16k/p231_124.wav
371,/vctk_data/clean_trainset_28spk_wav_16k/p286_111.wav
372,/vctk_data/clean_trainset_28spk_wav_16k/p233_187.wav
373,/vctk_data/clean_trainset_28spk_wav_16k/p243_104.wav
374,/vctk_data/clean_trainset_28spk_wav_16k/p287_280.wav
375,/vctk_data/clean_trainset_28spk_wav_16k/p287_094.wav
376,/vctk_data/clean_trainset_28spk_wav_16k/p236_068.wav
377,/vctk_data/clean_trainset_28spk_wav_16k/p233_160.wav
378,/vctk_data/clean_trainset_28spk_wav_16k/p250_480.wav
379,/vctk_data/clean_trainset_28spk_wav_16k/p236_194.wav
380,/vctk_data/clean_trainset_28spk_wav_16k/p268_106.wav
381,/vctk_data/clean_trainset_28spk_wav_16k/p267_251.wav
382,/vctk_data/clean_trainset_28spk_wav_16k/p273_422.wav
383,/vctk_data/clean_trainset_28spk_wav_16k/p230_003.wav
384,/vctk_data/clean_trainset_28spk_wav_16k/p231_331.wav
385,/vctk_data/clean_trainset_28spk_wav_16k/p278_064.wav
386,/vctk_data/clean_trainset_28spk_wav_16k/p228_231.wav
387,/vctk_data/clean_trainset_28spk_wav_16k/p276_073.wav
388,/vctk_data/clean_trainset_28spk_wav_16k/p279_085.wav
389,/vctk_data/clean_trainset_28spk_wav_16k/p254_180.wav
390,/vctk_data/clean_trainset_28spk_wav_16k/p231_305.wav
391,/vctk_data/clean_trainset_28spk_wav_16k/p273_321.wav
392,/vctk_data/clean_trainset_28spk_wav_16k/p277_108.wav
393,/vctk_data/clean_trainset_28spk_wav_16k/p254_023.wav
394,/vctk_data/clean_trainset_28spk_wav_16k/p274_319.wav
395,/vctk_data/clean_trainset_28spk_wav_16k/p236_086.wav
396,/vctk_data/clean_trainset_28spk_wav_16k/p239_209.wav
397,/vctk_data/clean_trainset_28spk_wav_16k/p226_086.wav
398,/vctk_data/clean_trainset_28spk_wav_16k/p282_107.wav
399,/vctk_data/clean_trainset_28spk_wav_16k/p269_307.wav
400,/vctk_data/clean_trainset_28spk_wav_16k/p226_336.wav
401,/vctk_data/clean_trainset_28spk_wav_16k/p239_044.wav
402,/vctk_data/clean_trainset_28spk_wav_16k/p286_142.wav
403,/vctk_data/clean_trainset_28spk_wav_16k/p276_373.wav
404,/vctk_data/clean_trainset_28spk_wav_16k/p239_105.wav
405,/vctk_data/clean_trainset_28spk_wav_16k/p279_306.wav
406,/vctk_data/clean_trainset_28spk_wav_16k/p274_348.wav
407,/vctk_data/clean_trainset_28spk_wav_16k/p287_057.wav
408,/vctk_data/clean_trainset_28spk_wav_16k/p230_096.wav
409,/vctk_data/clean_trainset_28spk_wav_16k/p279_342.wav
410,/vctk_data/clean_trainset_28spk_wav_16k/p276_324.wav
